annotation_id,annotator,created_at,id,image,lead_time,updated_at,image_path,zone_label_path,spot_label_path,seg_exists,augmentation
41,1,2025-03-10T16:17:44.793606Z,45,/data/upload/2/cb63e0af-cace4f65-39ba-49ce-a636-9f625f7739cd.webp,446.48500000000007,2025-03-10T16:24:35.629170Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_cace4f65-39ba-49ce-a636-9f625f7739cd.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-45-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-45-combined-spot.npy,True,True
42,1,2025-03-10T16:25:49.027186Z,46,/data/upload/2/bdd10bf0-cbdda026-9e90-4278-8e33-121153cc5ec3.webp,445.146,2025-03-10T16:32:04.431638Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_cbdda026-9e90-4278-8e33-121153cc5ec3.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-46-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-46-combined-spot.npy,True,True
42,1,2025-03-10T16:25:49.027186Z,46,/data/upload/2/bdd10bf0-cbdda026-9e90-4278-8e33-121153cc5ec3.webp,445.146,2025-03-10T16:32:04.431638Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_cbdda026-9e90-4278-8e33-121153cc5ec3.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-46-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-46-combined-spot.npy,True,True
43,1,2025-03-10T16:34:46.848220Z,47,/data/upload/2/1b550819-cc355b05-f12d-40da-a7c5-aea8d405d0d5.webp,486.966,2025-03-10T16:40:15.564949Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_cc355b05-f12d-40da-a7c5-aea8d405d0d5.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-47-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-47-combined-spot.npy,True,True
43,1,2025-03-10T16:34:46.848220Z,47,/data/upload/2/1b550819-cc355b05-f12d-40da-a7c5-aea8d405d0d5.webp,486.966,2025-03-10T16:40:15.564949Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_cc355b05-f12d-40da-a7c5-aea8d405d0d5.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-47-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-47-combined-spot.npy,True,True
44,1,2025-03-10T16:41:36.627067Z,48,/data/upload/2/ff5e45f2-cf4b5b87-0d66-4785-91f4-9e6e1794b4b1.webp,360.288,2025-03-10T16:46:21.603298Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_cf4b5b87-0d66-4785-91f4-9e6e1794b4b1.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-48-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-48-combined-spot.npy,True,True
44,1,2025-03-10T16:41:36.627067Z,48,/data/upload/2/ff5e45f2-cf4b5b87-0d66-4785-91f4-9e6e1794b4b1.webp,360.288,2025-03-10T16:46:21.603298Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_cf4b5b87-0d66-4785-91f4-9e6e1794b4b1.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-48-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-48-combined-spot.npy,True,True
45,1,2025-03-10T16:46:55.970642Z,49,/data/upload/2/9eae1c42-cfb321eb-d13d-4fa7-a9c5-52a8344daf60.webp,461.282,2025-03-10T16:54:07.138898Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_cfb321eb-d13d-4fa7-a9c5-52a8344daf60.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-49-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-49-combined-spot.npy,True,True
45,1,2025-03-10T16:46:55.970642Z,49,/data/upload/2/9eae1c42-cfb321eb-d13d-4fa7-a9c5-52a8344daf60.webp,461.282,2025-03-10T16:54:07.138898Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_cfb321eb-d13d-4fa7-a9c5-52a8344daf60.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-49-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-49-combined-spot.npy,True,True
46,1,2025-03-10T16:55:28.980095Z,50,/data/upload/2/9e1ad939-d3a012c7-0ba6-458e-9acb-63c7c0ed74f8.webp,404.594,2025-03-10T17:00:57.347968Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_d3a012c7-0ba6-458e-9acb-63c7c0ed74f8.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-50-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-50-combined-spot.npy,True,True
46,1,2025-03-10T16:55:28.980095Z,50,/data/upload/2/9e1ad939-d3a012c7-0ba6-458e-9acb-63c7c0ed74f8.webp,404.594,2025-03-10T17:00:57.347968Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_d3a012c7-0ba6-458e-9acb-63c7c0ed74f8.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-50-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-50-combined-spot.npy,True,True
47,1,2025-03-10T17:02:29.003512Z,51,/data/upload/2/a012baf8-d9bdb634-9bdc-401c-bb2e-5d26df0cc693.webp,593.207,2025-03-10T17:10:55.110643Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_d9bdb634-9bdc-401c-bb2e-5d26df0cc693.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-51-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-51-combined-spot.npy,True,True
47,1,2025-03-10T17:02:29.003512Z,51,/data/upload/2/a012baf8-d9bdb634-9bdc-401c-bb2e-5d26df0cc693.webp,593.207,2025-03-10T17:10:55.110643Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_d9bdb634-9bdc-401c-bb2e-5d26df0cc693.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-51-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-51-combined-spot.npy,True,True
48,1,2025-03-10T17:12:19.286789Z,52,/data/upload/2/40fa7398-d9c42890-112f-48a9-9ad2-6b1241da5b42.webp,580.788,2025-03-10T17:20:40.823665Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_d9c42890-112f-48a9-9ad2-6b1241da5b42.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-52-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-52-combined-spot.npy,True,True
48,1,2025-03-10T17:12:19.286789Z,52,/data/upload/2/40fa7398-d9c42890-112f-48a9-9ad2-6b1241da5b42.webp,580.788,2025-03-10T17:20:40.823665Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_d9c42890-112f-48a9-9ad2-6b1241da5b42.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-52-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-52-combined-spot.npy,True,True
109,1,2025-03-07T15:09:47.256655Z,101,/data/upload/13/ecf12af0-0a68c673-f116-4314-8e3b-e9f2ce71abd2.webp,250.91,2025-03-07T15:13:43.399223Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_0a68c673-f116-4314-8e3b-e9f2ce71abd2.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-101-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-101-combined-spot.npy,True,True
109,1,2025-03-07T15:09:47.256655Z,101,/data/upload/13/ecf12af0-0a68c673-f116-4314-8e3b-e9f2ce71abd2.webp,250.91,2025-03-07T15:13:43.399223Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_0a68c673-f116-4314-8e3b-e9f2ce71abd2.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-101-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-101-combined-spot.npy,True,True
110,1,2025-03-07T15:14:16.062116Z,102,/data/upload/13/0ea38cf9-0c3455c3-bc12-4f9c-9458-4929563fda1d.webp,274.873,2025-03-07T15:18:36.311073Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_0c3455c3-bc12-4f9c-9458-4929563fda1d.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-102-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-102-combined-spot.npy,True,True
110,1,2025-03-07T15:14:16.062116Z,102,/data/upload/13/0ea38cf9-0c3455c3-bc12-4f9c-9458-4929563fda1d.webp,274.873,2025-03-07T15:18:36.311073Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_0c3455c3-bc12-4f9c-9458-4929563fda1d.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-102-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-102-combined-spot.npy,True,True
111,1,2025-03-07T15:19:02.414943Z,103,/data/upload/13/1326a914-0ee30d83-f6c1-4bf0-a778-062e2eb79892.webp,444.45900000000006,2025-03-07T15:26:19.167629Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_0ee30d83-f6c1-4bf0-a778-062e2eb79892.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-103-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-103-combined-spot.npy,True,True
111,1,2025-03-07T15:19:02.414943Z,103,/data/upload/13/1326a914-0ee30d83-f6c1-4bf0-a778-062e2eb79892.webp,444.45900000000006,2025-03-07T15:26:19.167629Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_0ee30d83-f6c1-4bf0-a778-062e2eb79892.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-103-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-103-combined-spot.npy,True,True
112,1,2025-03-07T15:26:52.396525Z,104,/data/upload/13/8ce30ae1-0f04bd6b-1919-4d2a-b042-1d426f947e05.webp,412.0110000000001,2025-03-07T15:33:18.161352Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_0f04bd6b-1919-4d2a-b042-1d426f947e05.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-104-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-104-combined-spot.npy,True,True
112,1,2025-03-07T15:26:52.396525Z,104,/data/upload/13/8ce30ae1-0f04bd6b-1919-4d2a-b042-1d426f947e05.webp,412.0110000000001,2025-03-07T15:33:18.161352Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_0f04bd6b-1919-4d2a-b042-1d426f947e05.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-104-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-104-combined-spot.npy,True,True
113,1,2025-03-07T15:34:11.176298Z,105,/data/upload/13/599f42a9-1a5387a5-9669-41b9-9b2c-6405af319ef3.webp,1414.654,2025-03-07T15:57:17.975424Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_1a5387a5-9669-41b9-9b2c-6405af319ef3.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-105-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-105-combined-spot.npy,True,True
113,1,2025-03-07T15:34:11.176298Z,105,/data/upload/13/599f42a9-1a5387a5-9669-41b9-9b2c-6405af319ef3.webp,1414.654,2025-03-07T15:57:17.975424Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_1a5387a5-9669-41b9-9b2c-6405af319ef3.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-105-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-105-combined-spot.npy,True,True
114,1,2025-03-19T15:28:27.818227Z,106,/data/upload/13/056733af-1ad6e359-516f-4f65-8475-e531ca384c70.webp,533.266,2025-03-19T15:37:00.205774Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_1ad6e359-516f-4f65-8475-e531ca384c70.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-106-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-106-combined-spot.npy,True,True
114,1,2025-03-19T15:28:27.818227Z,106,/data/upload/13/056733af-1ad6e359-516f-4f65-8475-e531ca384c70.webp,533.266,2025-03-19T15:37:00.205774Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_1ad6e359-516f-4f65-8475-e531ca384c70.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-106-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-106-combined-spot.npy,True,True
115,1,2025-03-19T15:37:29.008240Z,107,/data/upload/13/e9d37f6c-1cd77fad-f143-441c-9452-be5cdde10f0b.webp,434.809,2025-03-19T17:47:49.060171Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_1cd77fad-f143-441c-9452-be5cdde10f0b.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-107-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-107-combined-spot.npy,True,True
115,1,2025-03-19T15:37:29.008240Z,107,/data/upload/13/e9d37f6c-1cd77fad-f143-441c-9452-be5cdde10f0b.webp,434.809,2025-03-19T17:47:49.060171Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_1cd77fad-f143-441c-9452-be5cdde10f0b.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-107-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-107-combined-spot.npy,True,True
116,1,2025-03-19T15:47:29.189333Z,108,/data/upload/13/ef072e15-1d53f746-543c-4062-80a1-d982c0286cfa.webp,481.797,2025-03-19T17:48:16.048438Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_1d53f746-543c-4062-80a1-d982c0286cfa.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-108-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-108-combined-spot.npy,True,True
116,1,2025-03-19T15:47:29.189333Z,108,/data/upload/13/ef072e15-1d53f746-543c-4062-80a1-d982c0286cfa.webp,481.797,2025-03-19T17:48:16.048438Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_1d53f746-543c-4062-80a1-d982c0286cfa.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-108-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-108-combined-spot.npy,True,True
117,1,2025-03-19T15:55:49.638460Z,109,/data/upload/13/d821f7fe-2a2439a4-067c-4974-b50f-80a52f56234b.webp,562.0910000000001,2025-03-19T17:48:53.212752Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_2a2439a4-067c-4974-b50f-80a52f56234b.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-109-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-109-combined-spot.npy,True,True
117,1,2025-03-19T15:55:49.638460Z,109,/data/upload/13/d821f7fe-2a2439a4-067c-4974-b50f-80a52f56234b.webp,562.0910000000001,2025-03-19T17:48:53.212752Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_2a2439a4-067c-4974-b50f-80a52f56234b.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-109-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-109-combined-spot.npy,True,True
118,1,2025-03-19T16:05:01.723057Z,110,/data/upload/13/e854ac96-2bcfc3a8-6ef8-44c7-8426-f6ae5ec12ea3.webp,665.2620000000001,2025-03-19T17:49:12.390878Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_2bcfc3a8-6ef8-44c7-8426-f6ae5ec12ea3.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-110-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-110-combined-spot.npy,True,True
118,1,2025-03-19T16:05:01.723057Z,110,/data/upload/13/e854ac96-2bcfc3a8-6ef8-44c7-8426-f6ae5ec12ea3.webp,665.2620000000001,2025-03-19T17:49:12.390878Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_2bcfc3a8-6ef8-44c7-8426-f6ae5ec12ea3.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-110-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-110-combined-spot.npy,True,True
119,1,2025-03-19T16:16:33.118770Z,111,/data/upload/13/1c6af47e-2e55a155-f735-4de8-9101-6d97a80d7d6e.webp,476.518,2025-03-19T17:49:33.854668Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_2e55a155-f735-4de8-9101-6d97a80d7d6e.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-111-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-111-combined-spot.npy,True,True
119,1,2025-03-19T16:16:33.118770Z,111,/data/upload/13/1c6af47e-2e55a155-f735-4de8-9101-6d97a80d7d6e.webp,476.518,2025-03-19T17:49:33.854668Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_2e55a155-f735-4de8-9101-6d97a80d7d6e.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-111-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-111-combined-spot.npy,True,True
120,1,2025-03-19T16:28:37.480268Z,112,/data/upload/13/971ed451-2ef92cc5-529f-43e5-98e4-2761e8f79df4.webp,723.751,2025-03-19T17:50:00.387313Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_2ef92cc5-529f-43e5-98e4-2761e8f79df4.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-112-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-112-combined-spot.npy,True,True
120,1,2025-03-19T16:28:37.480268Z,112,/data/upload/13/971ed451-2ef92cc5-529f-43e5-98e4-2761e8f79df4.webp,723.751,2025-03-19T17:50:00.387313Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_2ef92cc5-529f-43e5-98e4-2761e8f79df4.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-112-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-112-combined-spot.npy,True,True
121,1,2025-03-19T16:41:46.219723Z,113,/data/upload/13/4843ee37-3acb596a-f971-4464-981d-977233f85abc.webp,379.909,2025-03-19T17:50:23.447947Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_3acb596a-f971-4464-981d-977233f85abc.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-113-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-113-combined-spot.npy,True,True
121,1,2025-03-19T16:41:46.219723Z,113,/data/upload/13/4843ee37-3acb596a-f971-4464-981d-977233f85abc.webp,379.909,2025-03-19T17:50:23.447947Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_3acb596a-f971-4464-981d-977233f85abc.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-113-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-113-combined-spot.npy,True,True
122,1,2025-03-19T16:46:38.862444Z,114,/data/upload/13/92f9dbb8-3f4b5251-2c11-4d7e-87e7-02638038546e.webp,337.1,2025-03-19T17:50:50.885399Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_3f4b5251-2c11-4d7e-87e7-02638038546e.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-114-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-114-combined-spot.npy,True,True
122,1,2025-03-19T16:46:38.862444Z,114,/data/upload/13/92f9dbb8-3f4b5251-2c11-4d7e-87e7-02638038546e.webp,337.1,2025-03-19T17:50:50.885399Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_3f4b5251-2c11-4d7e-87e7-02638038546e.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-114-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-114-combined-spot.npy,True,True
123,1,2025-03-19T17:00:42.284727Z,115,/data/upload/13/a8f1d1fb-4ac22f02-c331-4787-96eb-767e4e63f446.webp,986.683,2025-03-19T17:51:10.278638Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\horiz_flip_augment_4ac22f02-c331-4787-96eb-767e4e63f446.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\horiz_flip_augment_id-115-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\horiz_flip_augment_id-115-combined-spot.npy,True,True
123,1,2025-03-19T17:00:42.284727Z,115,/data/upload/13/a8f1d1fb-4ac22f02-c331-4787-96eb-767e4e63f446.webp,986.683,2025-03-19T17:51:10.278638Z,d:\VSCODE-library\deep-learning-QC\Segmentation\data\images\augmented_images\vert_flip_augment_4ac22f02-c331-4787-96eb-767e4e63f446.webp,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\zone\vert_flip_augment_id-115-combined-zone.npy,d:\VSCODE-library\deep-learning-QC\Segmentation\data\combined_labels\augmented_labels\spot\vert_flip_augment_id-115-combined-spot.npy,True,True
